,text,named_ents,named_ents_nolabel,chunk,compounds,verbs,re_subtree,re_chunk_v_chunk,adj,adj_noun,preps,noun_pre_noun
720,Some really bad things.,[],[],['Some really bad things'],[],[],"('', '', 'things')","('', 'bad thing', '')",[bad],[],[],[]
721,  Secretary Clinton…   ,"[('Clinton', 'PERSON')]",['Clinton'],['Secretary Clinton'],['Secretary Clinton'],[],"('', '', '  ')","('', '', '')",[],[],[],[]
722,"But we need — Lester, we need law and order.",[],[],"['we', 'we', 'law', 'order']",[],"[need, need]","('we', 'law', 'need')","('we we', 'need', 'law')",[],[],[],[]
723,"And we need law and order in the inner cities, because the people that are most affected by what's happening are African-American and Hispanic people.","[('African-American', 'NORP'), ('Hispanic', 'NORP')]","['African-American', 'Hispanic']","['we', 'law', 'order', 'the inner cities', 'the people', 'what', 'African-American and Hispanic people']",[],"[need, affected, happening, are]","('inner cities', 'what', 'need')","('we people that what', 'need inner by african american people', 'law cities')","[inner, African, American]",['inner cities'],[in],['law in inner cities']
724,And it is very unfair to them what our politicians are allowing to happen.,[],[],"['it', 'them', 'what', 'our politicians']",[],"[allowing, happen]","('politicians', 'what', 'is')","('it politicians', 'be', 'them what')",[],[],[to],[]
725,  Secretary Clinton?,"[('Clinton', 'PERSON')]",['Clinton'],['Secretary Clinton'],['Secretary Clinton'],[],"('', '', '  ')","('', '', '')",[],[],[],[]
726,  ,[],[],[],[],[],"('', '', '  ')","('', '', '')",[],[],[],[]
727,"Well, I've heard — I've heard Donald say this at his rallies, and it is really unfortunate that he paints such a dire negative picture of black communities in our country.","[('Donald', 'PERSON')]",['Donald'],"['I', 'I', 'Donald', 'his rallies', 'it', 'he', 'such a dire negative picture', 'black communities', 'our country']",[],"[heard, heard, say, is, paints]","('he', 'country', 'heard')","('I I Donald it he', 'hear dire negative black', 'this rallies picture communities country')","[dire, negative, black]","['dire negative picture', 'black communities']","[at, of, in]","['dire negative picture of black communities', 'black communities in country']"
728,  Ugh.,[],[],['  Ugh'],[],[],"('', '', 'Ugh')","('', 'ugh', '')",[],[],[],[]
729,"  You know, the vibrancy of the black church, the black businesses that employ so many people, the opportunities that so many families are working to provide for their kids.",[],[],"['You', 'the vibrancy', 'the black church', 'the black businesses', 'so many people', 'the opportunities', 'so many families', 'their kids']",[],"[know, employ, working, provide]","('many families', 'kids', '  ')","('You that families', 'black black many many', 'church people that kids')","[black, black, many, many]","['black church', 'many people', 'many families']","[of, for]",['vibrancy of black church']
730,There's a lot that we should be proud of and we should be supporting and lifting up.,[],[],"['a lot', 'we', 'we']",[],"[be, supporting, lifting]","('we', '', ""'s"")","('we we', 'be lot', '')",[],[],[of],[]
731,But we do always have to make sure we keep people safe.,[],[],"['we', 'we', 'people']",[],"[have, make, keep]","('we', 'people', 'have')","('we we', 'have', 'people')",[],[],[],[]
732,"There are the right ways of doing it, and then there are ways that are ineffective.",[],[],"['the right ways', 'it', 'ways']",[],"[doing, are, are]","('that', 'it', 'are')","('that', 'be right way way', 'it')",[right],[],[of],['right ways of']
733,"Stop-and-frisk was found to be unconstitutional and, in part, because it was ineffective.",[],[],"['-frisk', 'part', 'it']",[],"[Stop, found, be, was]","('part', 'it', 'Stop')","('frisk it', 'stop', 'part')",[],[],[in],[]
734,It did not do what it needed to do.,[],[],"['It', 'what', 'it']",[],"[do, needed, do]","('it', 'what', 'do')","('It it', 'do', 'what')",[],[],[],[]
735,"Now, I believe in community policing.",[],[],"['I', 'community policing']",['community policing'],[believe],"('I', 'community policing', 'believe')","('I', 'believe', 'policing')",[],['community policing'],[in],[]
736,"And, in fact, violent crime is one-half of what it was in 1991.","[('one-half', 'CARDINAL'), ('1991', 'DATE')]","['one-half', '1991']","['fact', 'violent crime', 'what', 'it']",[],[was],"('it', '1991', 'is')","('crime it', 'violent be one what', 'fact 1991')",[violent],['violent crime'],"[in, of, in]",[]
737,Property crime is down 40 percent.,"[('40 percent', 'PERCENT')]",['40 percent'],['Property crime'],['Property crime'],[],"('Property crime', '', 'is')","('crime', 'be', '')",[],['Property crime'],[],[]
738,We just do not want to see it creep back up.,[],[],"['We', 'it']",[],"[want, see, creep]","('it', '', 'want')","('We it', 'want', '')",[],[],[],[]
739,We've had 25 years of very good cooperation.,"[('25 years', 'DATE')]",['25 years'],"['We', '25 years', 'very good cooperation']",[],[had],"('We', 'good cooperation', 'had')","('We', 'have good', 'years cooperation')",[good],['good cooperation'],[of],['years of good cooperation']
740,"But there were some problems, some unintended consequences.",[],[],"['some problems', 'some unintended consequences']",[],[],"('', '', 'were')","('', 'be problem unintended', '')",[unintended],[],[],[]
741,Too many young African-American and Latino men ended up in jail for nonviolent offenses.,"[('African-American', 'NORP'), ('Latino', 'PERSON')]","['African-American', 'Latino']","['Too many young African-American and Latino men', 'jail', 'nonviolent offenses']",[],[ended],"('men', 'nonviolent offenses', 'ended')","('men', 'many young african american end nonviolent', 'jail offenses')","[many, young, African, American, nonviolent]","['many young American men', 'nonviolent offenses']","[in, for]",[]
742,"And it is just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.","[('African-American', 'NORP')]",['African-American'],"['it', 'just a fact', 'you', 'a young African-American man', 'you', 'the same thing', 'a young white man', 'you']",[],"['re, do, are, arrested, charged, convicted, incarcerated]","('you', 'white man', 'is')","('it you you you', 'be fact young african american man same young white', 'thing man')","[young, African, American, same, young, white]","['same thing', 'young white man']",[as],[]
743,So we've got to address the systemic racism in our criminal justice system.,[],[],"['we', 'the systemic racism', 'our criminal justice system']",['justice system'],"[got, address]","('we', 'justice system', 'got')","('we', 'get systemic criminal', 'racism system')","[systemic, criminal]","['systemic racism', 'justice system']",[in],['systemic racism in justice system']
744,We cannot just say law and order.,[],[],"['We', 'law', 'order']",[],[say],"('We', 'law', 'say')","('We', 'say', 'law')",[],[],[],[]
745,"We have to say — we have to come forward with a plan that is going to divert people from the criminal justice system, deal with mandatory minimum sentences, which have put too many people away for too long for doing too little.",[],[],"['We', 'we', 'a plan', 'people', 'the criminal justice system', 'mandatory minimum sentences', 'too many people']",['justice system'],"[have, say, have, come, going, divert, deal, put, doing]","('which', 'little', 'have')","('We we that which', 'have criminal mandatory minimum many', 'plan people system sentences people little')","[criminal, mandatory, minimum, many]","['justice system', 'mandatory minimum sentences', 'many people']","[with, from, with, for, for]",[]
746,We need to have more second chance programs.,"[('second', 'ORDINAL')]",['second'],"['We', 'more second chance programs']",['chance programs'],"[need, have]","('We', 'chance programs', 'need')","('We', 'need second', 'programs')",[second],['second chance programs'],[],[]
747,I am glad that we are ending private prisons in the federal system; I want to see them ended in the state system.,[],[],"['I', 'we', 'private prisons', 'the federal system', 'I', 'them', 'the state system']",['state system'],"[ending, want, see, ended]","('them', 'state system', 'want')","('I we I them', 'private federal want', 'prisons system system')","[private, federal]","['private prisons', 'federal system', 'state system']","[in, in]",['private prisons in federal system']
748,You shouldn't have a profit motivation to fill prison cells with young Americans.,"[('Americans', 'NORP')]",['Americans'],"['You', 'a profit motivation', 'prison cells', 'young Americans']","['profit motivation', 'prison cells']","[have, fill]","('You', 'young Americans', 'have')","('You', 'have young', 'motivation cells Americans')",[young],"['profit motivation', 'prison cells']",[with],[]
749,So there are some positive ways we can work on this.,[],[],"['some positive ways', 'we']",[],[work],"('we', 'this', 'are')","('we', 'be positive way', 'this')",[positive],[],[on],[]
750,And I believe strongly that commonsense gun safety measures would assist us.,[],[],"['I', 'commonsense gun safety measures', 'us']",['commonsense gun safety measures'],"[believe, assist]","('safety measures', 'us', 'believe')","('I measures', 'believe', 'us')",[],['commonsense safety measures'],[],[]
751,"Right now — and this is something Donald has supported, along with the gun lobby — right now, we've got too many military- style weapons on the streets.","[('Donald', 'PERSON')]",['Donald'],"['something', 'Donald', 'the gun lobby', 'we', 'too many military- style weapons', 'the streets']","['gun lobby', 'military-style weapons']","[supported, got]","('we', 'streets', 'got')","('this Donald we', 'something get many military-', 'lobby weapons streets')","[many, military-]","['gun lobby', 'many style weapons']","[along, with, on]",[]
752,"In a lot of places, our police are outgunned.",[],[],"['a lot', 'places', 'our police']",[],[outgunned],"('places', 'police', 'outgunned')","('police', 'outgunne', 'lot places')",[],[],"[In, of]",['lot of places']
753,"We need comprehensive background checks, and we need to keep guns out of the hands of those who will do harm.",[],[],"['We', 'comprehensive background checks', 'we', 'guns', 'the hands', 'who', 'harm']",['background checks'],"[need, need, keep, do]","('who', 'harm', 'need')","('We we who', 'need comprehensive', 'checks guns hands those harm')",[comprehensive],['comprehensive background checks'],"[out, of, of]",['hands of']
754,And we finally need to pass a prohibition on anyone who's on the terrorist watch list from being able to buy a gun in our country.,[],[],"['we', 'a prohibition', 'anyone', 'who', 'the terrorist watch list', 'a gun', 'our country']",['watch list'],"[need, pass, 's, being, buy]","('who', 'country', 'need')","('we who', 'need terrorist', 'prohibition anyone list gun country')",[terrorist],['terrorist watch list'],"[on, on, from, in]",[]
755,"If you're too dangerous to fly, you are too dangerous to buy a gun.",[],[],"['you', 'you', 'a gun']",[],"['re, fly, buy]","('you', 'gun', 'are')","('you you', 'be', 'gun')",[],[],[],[]
756,"So there are things we can do, and we ought to do it in a bipartisan way.",[],[],"['things', 'we', 'we', 'it', 'a bipartisan way']",[],"[do, do]","('we', 'bipartisan way', 'are')","('we we', 'be thing bipartisan', 'it way')",[bipartisan],['bipartisan way'],[in],[]
757,"  Secretary Clinton, last week, you said we've got to do everything possible to improve policing, to go right at implicit bias.","[('Clinton', 'PERSON'), ('last week', 'DATE')]","['Clinton', 'last week']","['Secretary Clinton', 'you', 'we', 'everything', 'policing', 'implicit bias']",['Secretary Clinton'],"[said, got, do, improve, go]","('we', 'implicit bias', 'said')","('you we', 'last say possible implicit', 'everything policing bias')","[last, possible, implicit]",['implicit bias'],[at],[]
758,Do you believe that police are implicitly biased against black people?,[],[],"['you', 'police', 'black people']",[],"[believe, biased]","('black people', 'police', 'believe')","('you police', 'believe black', 'people')",[black],['black people'],[against],[]
759,"  Lester, I think implicit bias is a problem for everyone, not just police.","[('Lester', 'GPE')]",['Lester'],"['I', 'implicit bias', 'a problem', 'everyone', 'just police']",['   Lester'],[think],"('implicit bias', 'everyone', 'think')","('I bias', 'think implicit problem', 'everyone')",[implicit],['implicit bias'],[for],['problem for']
760,"I think, unfortunately, too many of us in our great country jump to conclusions about each other.",[],[],"['I', 'us', 'our great country', 'conclusions']",[],[think],"('many', 'other', 'think')","('I many', 'think great', 'us country conclusions other')",[great],['great country'],"[of, in, to, about]","['jump to conclusions', 'conclusions about']"
